Survived,Age,SibSp,Parch,Fare,FamilySize,Family,Child,Female,Male,Class_1,Class_2,Class_3,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Misc,Title_Miss,Title_Mr,Title_Mrs
0,47.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,28.0,0,2,7,3,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0,37.0,1,0,26,2,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,36.0,1,1,24,3,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,28.0,0,0,33,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
0,49.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,28.0,0,0,7,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1,49.0,1,0,56,2,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
1,24.0,2,1,27,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0,28.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,28.0,0,0,42,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,44.0,0,0,8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,35.0,0,0,26,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0,36.0,1,0,15,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,30.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,27.0,0,0,30,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1,22.0,1,2,41,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
1,40.0,0,0,153,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
0,39.0,1,5,31,7,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
0,28.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,28.0,1,0,15,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0,28.0,0,0,7,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,35.0,0,0,8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,24.0,1,2,65,4,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
0,34.0,1,1,14,3,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,26.0,1,0,16,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,4.0,2,1,39,4,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
0,26.0,0,0,10,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,27.0,1,0,14,2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1,42.0,1,0,52,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1,20.0,1,1,15,3,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,21.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,21.0,0,0,16,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,61.0,0,0,32,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,57.0,0,0,12,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,21.0,0,0,77,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
0,26.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,28.0,0,0,7,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1,80.0,0,0,30,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,51.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,32.0,0,0,30,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
0,28.0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,9.0,3,2,27,6,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1,28.0,0,0,13,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
0,32.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,31.0,1,1,26,3,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,41.0,0,5,39,6,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
0,28.0,1,0,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,20.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,24.0,0,0,69,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
0,2.0,3,2,27,6,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1,28.0,0,0,56,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,0.75,2,1,19,4,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1,48.0,1,0,76,2,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0,19.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,56.0,0,0,35,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
0,28.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,23.0,0,0,7,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
0,28.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,18.0,0,1,23,2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
0,21.0,0,0,8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,28.0,0,0,7,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0,18.0,0,0,6,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0,24.0,2,0,73,3,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,28.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,32.0,1,1,15,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0,23.0,0,0,13,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,58.0,0,2,113,3,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
1,50.0,2,0,133,3,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
0,40.0,0,0,7,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,47.0,0,0,25,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,36.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,20.0,1,0,7,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,32.0,2,0,73,3,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,25.0,0,0,13,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,28.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,43.0,0,0,8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,28.0,1,0,52,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,40.0,1,1,39,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0,31.0,1,0,52,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,70.0,0,0,10,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,31.0,0,0,13,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,28.0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,18.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,24.5,0,0,8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,18.0,0,0,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
0,43.0,1,6,46,8,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,36.0,0,1,512,2,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0,28.0,0,0,8,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,27.0,0,0,76,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0,20.0,0,0,9,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,14.0,5,2,46,8,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
0,60.0,1,1,39,3,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,25.0,1,2,41,4,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
0,14.0,4,1,39,6,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
0,19.0,0,0,10,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,18.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,15.0,0,1,211,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1,31.0,1,0,57,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1,4.0,0,1,13,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1,28.0,0,0,56,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,25.0,0,0,7,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,60.0,0,0,26,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
0,52.0,0,0,13,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,44.0,0,0,8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,28.0,0,0,7,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0,49.0,1,1,110,3,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0,42.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,18.0,1,0,227,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1,35.0,0,0,26,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,18.0,0,1,14,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
0,25.0,0,0,7,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,26.0,1,0,7,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,39.0,0,0,26,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,45.0,0,0,13,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,42.0,0,0,26,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1,22.0,0,0,151,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1,28.0,1,1,15,3,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1,24.0,0,0,49,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
0,28.0,0,0,26,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1,48.0,1,0,52,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,29.0,0,0,9,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,52.0,0,0,13,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,19.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,38.0,0,0,227,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
1,27.0,0,0,10,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
0,28.0,0,0,15,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,33.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,6.0,0,1,33,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
0,17.0,1,0,7,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,34.0,0,0,13,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,50.0,0,0,13,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,27.0,1,0,53,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,20.0,0,0,8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,30.0,3,0,21,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,28.0,0,0,7,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0,25.0,1,0,26,2,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,25.0,1,0,7,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1,29.0,0,0,211,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
0,11.0,0,0,18,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
0,28.0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,23.0,0,0,13,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,23.0,0,0,13,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,28.5,0,0,16,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,48.0,1,3,34,5,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,35.0,0,0,512,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0,28.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,28.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,28.0,0,0,30,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,36.0,1,0,78,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1,21.0,2,2,262,5,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
0,24.0,1,0,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,31.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,70.0,1,1,71,3,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
0,16.0,1,1,20,3,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,30.0,0,0,13,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
0,19.0,1,0,53,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,31.0,0,0,7,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1,4.0,1,1,23,3,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,6.0,0,1,12,2,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
0,33.0,0,0,9,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,23.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,48.0,1,2,65,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,0.67,1,1,14,3,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
0,28.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,18.0,0,0,11,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,34.0,0,0,8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,33.0,0,0,86,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
0,28.0,0,0,14,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,41.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,20.0,0,0,7,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1,36.0,1,2,120,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,16.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,51.0,1,0,77,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,28.0,0,0,39,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
0,30.5,0,0,7,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0,28.0,1,0,24,2,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,32.0,0,0,8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,24.0,0,0,9,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,48.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,57.0,0,0,10,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0,28.0,0,0,7,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1,54.0,1,3,23,5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0,18.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,28.0,0,0,7,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1,5.0,0,0,12,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0,28.0,0,0,7,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1,43.0,0,1,211,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,13.0,0,0,7,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1,17.0,1,0,57,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,29.0,0,0,30,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,28.0,1,2,23,4,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,25.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,25.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,18.0,0,0,7,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
0,8.0,4,1,29,6,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
1,1.0,1,2,20,4,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
0,46.0,0,0,79,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0,28.0,0,0,7,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,16.0,0,0,26,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,28.0,8,2,69,11,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
0,28.0,0,0,30,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0,25.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,39.0,0,0,13,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,49.0,0,0,25,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
1,31.0,0,0,8,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
0,30.0,0,0,7,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,30.0,1,1,24,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
0,34.0,0,0,13,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,31.0,1,1,26,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,11.0,1,2,120,4,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
1,0.42,0,1,8,2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
1,27.0,0,0,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,31.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,39.0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,18.0,0,0,7,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
0,39.0,0,0,13,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,33.0,1,0,53,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,26.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,39.0,0,0,24,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,35.0,0,0,10,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,6.0,4,2,31,7,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0,30.5,0,0,8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,28.0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,23.0,0,0,7,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
0,31.0,1,1,37,3,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
0,43.0,0,0,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,10.0,3,2,27,6,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
1,52.0,1,1,93,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,27.0,0,0,8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,38.0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1,27.0,0,1,12,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
0,2.0,4,1,39,6,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
0,28.0,0,0,6,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,28.0,0,0,56,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,1.0,0,2,37,3,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1,28.0,0,0,7,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1,62.0,0,0,80,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,15.0,1,0,14,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0.83,1,1,18,3,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
0,28.0,0,0,7,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,23.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,18.0,0,0,8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,39.0,1,1,83,3,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
0,21.0,0,0,8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,28.0,0,0,8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,32.0,0,0,56,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,28.0,0,0,29,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0,20.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,16.0,0,0,10,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,30.0,0,0,31,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
0,34.5,0,0,6,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,17.0,0,0,8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,42.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,28.0,8,2,69,11,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,35.0,0,0,7,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,28.0,0,1,33,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1,28.0,1,0,89,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
0,4.0,4,2,31,7,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
0,74.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,9.0,1,1,15,3,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1,16.0,0,1,39,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
0,44.0,1,0,26,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,18.0,0,1,9,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,45.0,1,1,164,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,51.0,0,0,26,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1,24.0,0,3,19,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
0,28.0,0,0,7,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,41.0,2,0,14,3,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,21.0,1,0,11,2,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,48.0,0,0,25,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,28.0,8,2,69,11,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
0,24.0,0,0,13,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,42.0,0,0,13,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,27.0,1,0,13,2,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
0,31.0,0,0,50,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,28.0,0,0,9,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,4.0,1,1,11,3,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
0,26.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,47.0,1,1,52,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,33.0,0,0,5,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,47.0,0,0,9,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,28.0,1,0,24,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
1,15.0,0,0,7,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0,20.0,0,0,9,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,19.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,28.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,56.0,0,1,83,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1,25.0,0,1,26,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0,33.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,22.0,0,0,10,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
0,28.0,0,0,10,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,25.0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,39.0,0,5,29,6,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0,27.0,0,0,13,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1,19.0,0,0,30,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
0,28.0,1,2,23,4,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1,26.0,0,0,30,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0,32.0,0,0,7,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
